Author,Rating,Review_Title,Review
Gopi,5,Greatest Amazon Tablet I bought on sale.,A greatest Gift to me. Wow ! It is a masterr piece.
Matt,5,Only getting better,These amazon kindle started off great and are only getting better. I really enjoy all the new features the new ones have.
DawnD,5,Works Great!,Use it for reading my online textbook for class. Easy to read on and like how light and compact it is. Battery life so far has been great but I have only had it close to a month.
bj4au,5,Perfect for the kids!,The kiddos love this tablet! I bought a different brand last year and it lasted less than 2 months. This is still going strong at 5+ months.
Eliteshopper,5,Great tablet for my son,Wanted something not expensive but rather easy to use to watch children shows great choice
Tiberius,5,Great little tablet,Great tablet for kids or a stater tablet for someone.
grtgrdma,5,Easy to use,My second Kindle and I was really glad to see that I didn't lose all my photos and books.
Mary,4,Great Tablet.,"I'm surprised how great this tablet is because of how affordable it was. The only reason I didn't give it a 5 star is because how to navigate it is a little confusing, other than that, love it."
drich03,5,Great tablet for kids,This tablet has been great so far. We use it a good bit in the car as well.
MattInCOMO,3,Solid for the price,"Great starter tablet, but let's face it... It's a Kindle at heart. Still, it's pretty awesome for a Kindle!!!"
Steel,4,Very nice,The up grades where a very nice choice and better.
Ladydi,5,great tablet,Love it. Got it for my grandson. Since i have amazon prime. He can watch alot of free movies and games
dmac73,3,Ok product,Good beginner tablet for older person who likes surf Internet.
SarahLT,5,Best tablet for toddler to preteen,I bought this kindle for my 6yr old so he would stop using his sisters KindleHD. It wasn't a planned buy but who could beat $49.99!!! Added this from 'Santa' to the gifts for Christmas.
Someone,4,Great value,works great for kids bought three for Christmas no complaints
peabyrl,5,Kids will LOVE this,Purchased many of these for Christmas for my nieces and nephews. They were and are still soo excited !
Sandradee,5,Great for grandkids,"Great price for the kids to keep them entertain.i love the price for this item , it didn't break the bank. I would recommend this to everyone."
gator1,5,Like the kindle,Great product for the dollar. Recommend this item to others.
Shadowskye,4,"Good tablet, great price","Love the size and screen. Wish there was a chrome app for Kindle, but great for casual surfing. Great for ebooks."
Roogie,3,Great tablet for the cost but low on storage,I gave this as a gift and so I heard it has been working very well
Deby,4,Great product for the money !,I have purchased several tablets under 100 dollars and this is by far the best quality. The picture is much better then the other tablets. I gave it a 4 only because I still like my samsung tablet better.
Jacob420,4,Amazon Fire,This is a very good product. But if purchased this product won't use Google play stuff!
moviegurl,5,Upgraded from original Kindle,My parents love their new Kindle Fire HD's!!!!!!!!!
PapaR,4,Good entry level tablet for teens to use.,"Nice tablet with good speed and nice assortment of features, Good for kids with less than a need for a laptop."
tracy117,5,Great tablet,We got both our boys ages 7 and 9 one for Christmas they both picked up how to use it quickly. They both love them and couldn't be happier. Great alternative to a laptop for children.
Greg,4,First one died,"Ordered one of these for my son for Christmas. It worked for about 6 months and then wouldn't turn on. Tried several things found on the internet to correct it, nothing worked. Best Buy gave us a deal on a replacement as we were outside of the warranty. A great service from Best Buy."
AlPal,5,Good tablet,Bought this because a family member was reading on an iPhone and wanted a bigger screen. Works well and is a fun tablet for the price!
uppamrn1,5,Well worth the money,"This was a gift, actually bought 2 of these for the grandkids and they love them. Easy to set up and get going-they are solid and well made. Very pleased with this purchase."
Shay,3,Ok so far,My 3yr old grandson loves it. Will only be used for him
Rick,5,Great little tablet,"Easy to take on trips, hospital or beach. Clear and sharp display. I like that I can add extra space with a stick. The price was right too. I would recommend highly."
Yiyi,4,good product for my grandchildren to play games.,"I was truly happy with the product, however, I also purchased 4 $20.00 gift cards each Tablet. Since I was not 100% sure as to what brand to purchase one of your sell staff advised me that I should purchase 4 Google Play gift cards, which I did. To my surprise, on Christmas morning, my grand children were not able to use them because (as your staff should have known) they are not compatible! I took them to the store to exchange them and I learned that not only that Best Buy would not exchange/refund them but that you don't carry the Amazon cards. You have just last a good customer when it comes to purchasing some items that I can purchase online at amazon or another store. I purchased an hp PC and a 12"" Apple IPad at another store just to make a point. I was and still are very disappointed with your sales staff, and your sells practices. I will recommend the tables to a friend but stay way from asking assistance when purchasing the right gift cards..."
